Unnamed: 0,class_hits,function_hits,variable_hits,string_hits,comment_hits,docstring_hits,trained_on
zhou13/symmetrynet/find-radius.py,0.0,0.75,0.3,0.3333333333333333,0.5,0.0,1
ziibii88/Recipe_API_Project/wait_for_db.py,1.0,1.0,0.0,0.6,0.0,0.0,0
7CStudio/phone_book_manager/app.py,0.0,1.0,0.2857142857142857,1.0,0.0,0.0,1
75RAUL/georef/generateAlignedQuadTree.py,0.0,1.0,1.0,0.5,1.0,1.0,1
5AGE-zhang/TocoDecoy/properties_filter.py,0.0,1.0,0.2432432432432432,0.5757575757575758,0.4285714285714285,0.0,1
zf109/textacy/test_preprocess.py,0.0,0.6,0.1,0.625,0.0,0.0,0
zzmc21/pyBlackScholesAnalytics/options_numeric_greeks.py,0.0,0.7777777777777778,0.3928571428571428,0.303030303030303,0.4615384615384615,1.0,1
A-LinCui/DLtorch/ResNet.py,0.7142857142857143,0.6,0.24,0.2272727272727272,1.0,1.0,1
AJPoulter-Soton/srup/other_test.py,0.0,1.0,1.0,0.5,1.0,1.0,1
AGeekInside/npc_db/factories.py,0.8,0.0,0.1428571428571428,0.5,0.0,0.4,1
5sigmapoint2/Pythia/rebuild_all.py,0.0,0.6666666666666666,0.4166666666666667,0.5333333333333333,0.3333333333333333,0.0,1
zhclwr/demo/easy_install-3.7-script.py,0.0,0.0,1.0,1.0,0.0,0.0,1
465583030/tf_yolo_v3/live.py,0.0,0.0,0.6470588235294118,0.3333333333333333,0.0,0.0,0
892768447/python3-android/send.py,0.0,0.6666666666666666,0.4,0.5,1.0,0.0,1
zzacharo/invenio-app-ils/views.py,0.75,0.2,0.3333333333333333,0.35,0.3333333333333333,0.4285714285714285,1
4n5/depot-tools/gclient-new-workdir.py,0.0,0.75,0.28125,0.4473684210526316,0.4666666666666667,0.0,1
zwrankin/porygon/setup.py,0.0,0.0,0.625,0.6666666666666666,1.0,0.0,1
zerostwo/sicauer/handlers.py,0.0,1.0,0.0,1.0,0.0,0.0,0
17876zjc/QQ-Group-Repeater/wg.py,0.0,0.2,0.3461538461538461,0.2941176470588235,0.0,0.0,0
zhengxin2016/corpus/db_vector.py,0.0,0.5714285714285714,0.6,0.5714285714285714,0.8,0.0,1
3rww/data-api/0002_auto_20210413_1611.py,1.0,0.0,0.4285714285714285,0.6470588235294118,1.0,0.0,1
zyhhhy/CellDet/LoadDataTotal.py,0.5,0.625,0.2777777777777778,0.6,0.5,0.0,1
zhuth/jindai/hanlpmul.py,0.1666666666666666,0.3333333333333333,0.5,0.2142857142857142,0.0,0.1666666666666666,1
zqfang/geneviz/genomic.py,0.75,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5,0.7777777777777778,1
zjffdu/altair/poly_fit.py,0.0,0.0,0.3888888888888889,0.2857142857142857,0.5,1.0,1
zlin7/LVD/MADSplit.py,0.6666666666666666,0.25,0.3823529411764705,0.0,0.5,0.0,1
zuojilei/ECommerceCrawlers/0x02douban.py,0.0,0.0,0.5454545454545454,0.6,0.1666666666666666,0.0,1
920232796/NLP_flask/ner_test.py,0.0,0.5,0.2307692307692307,0.4285714285714285,0.5,0.0,1
521xueweihan/pyhub/network.py,0.0,1.0,0.375,0.6666666666666666,0.5,0.0,1
zouguojian/Improved-RLSTM/Decoder_lstm.py,0.0,0.5,0.5161290322580645,0.6666666666666666,0.0,0.0,1
zxcvf/cloudinsight-agent/timer.py,1.0,0.4285714285714285,0.0,1.0,0.625,0.0,1
zhangy6x/openmc/test_deplete_leqi.py,0.0,0.0,0.3636363636363636,0.2857142857142857,0.5,0.5,1
zy0851/get-news/1799fb31a4df_.py,0.0,1.0,0.25,0.3333333333333333,0.6,1.0,1
1147000930/blog/sms.py,1.0,0.3333333333333333,0.6666666666666666,0.6470588235294118,0.4047619047619047,0.0,0
AFZL95/Final_B.Sc_Project/Config.py,0.0,0.0,0.1666666666666666,0.0,0.2857142857142857,1.0,0
zmssp/azure-cli-extensions/_transformers.py,0.0,0.5882352941176471,0.1052631578947368,0.3902439024390244,0.6,0.0,1
4lifegenesis/OpenPilot/dmonitoringd.py,0.0,1.0,0.16,0.5641025641025641,0.5714285714285714,0.0,1
7seven7lst/recipe-app-api/serializers.py,0.6666666666666666,0.0,0.4375,0.25,0.0,0.8,0
459below/yolov2_ros/train.py,0.0,1.0,0.3428571428571428,0.5116279069767442,0.6,0.0,1
2044smile/Djtube/base.py,0.0,0.0,0.8260869565217391,0.5087719298245614,0.4761904761904761,1.0,1
ziyan0302/Multiverse/get_frames_sdd.py,0.0,0.6666666666666666,0.4444444444444444,0.5151515151515151,0.8571428571428571,0.0,1
16569/easyTello/setup.py,0.0,0.0,0.1111111111111111,0.2,0.5,0.0,1
zhongmicai/pacbio_variant_caller_from_3rdReads/BedIntervalsToDepth.py,0.0,0.0,0.6111111111111112,0.6666666666666666,1.0,0.0,1
zzjo/dvadmin-backend/new_fund.py,0.6666666666666666,1.0,0.1428571428571428,0.3846153846153846,0.0,0.0,0
zholland/CMPUT690Project/action_value_function.py,0.0,0.1666666666666666,0.0,0.5,0.0,0.0,0
zhangxiaosong18/LTM/iou_loss.py,1.0,0.5,0.2916666666666667,0.3333333333333333,0.0,1.0,1
zrxbeijing/NewsTrader/translator.py,0.0,0.0,0.375,0.25,0.0,0.0,1
zxyle/hello-flask/models.py,0.5,0.0,0.5,0.0,0.0,0.0,0
0xaf1f/cactus/cactus_evolverTest.py,0.0,0.6666666666666666,0.25,0.5555555555555556,0.5,0.0,1
0x4f5da2/pycls/time_net.py,0.0,1.0,0.5,1.0,0.6,0.0,1
13540148299/MUHACU/action_level_charades_prophetnet_evaluation.py,1.0,0.75,0.2222222222222222,0.3125,0.5833333333333334,1.0,1
zymtech/Scrapiders/HttpErrorMiddleware.py,0.75,0.5,0.75,1.0,1.0,1.0,1
zy7y/HelloFastAPI/main.py,0.0,0.0,0.2857142857142857,0.6666666666666666,0.25,0.0,1
zzk-dev/pyexasol/25_overload.py,0.7857142857142857,0.5555555555555556,0.3333333333333333,0.6153846153846154,0.5,0.0,1
